time,china,asia-east,asia,europe,europe-west,europe-north,europe-east,north-america,us,us-east,us-west,singapore,ukraine,russia,canada,sweden,japan,taiwan,germany,south korea,others,total
2019-10-04,0.345910973084886,0.128367203616583,0.0590496894409938,0.157668737060041,0.0938217320822911,0,0.066392451845868,0.0292757553124013,0.0390786749482402,0,0,0.0130434782608696,0,0.00403726708074534,0,0,0,0.0107142857142857,0.00574534161490683,0.0222049689440994,0.0246894409937888,6440
2019-10-05,0.340578585105832,0.125038263162157,0.0626465869688972,0.15856751022098,0.0948501198156531,0,0.0661236529561324,0.0290011607746432,0.03982197381359,0,0,0.0128861977953734,0,0.00605496040987424,0,0,0,0.0116441546343735,0.00652072659524918,0.0215804999223723,0.0246856078248719,6441
2019-10-09,0.344650529183695,0.133114638915488,0.0590631876768312,0.160708372629152,0.0951007084002997,0,0.0676040478380938,0.0304930851982094,0.0427769045373572,0,0,0.0122602955045583,0,0.00157183275699466,0,0,0,0.0105312794718642,0.00141464948129519,0.0188619930839359,0.0218484753222257,6362
2019-10-16,0.348073278584965,0.127970385927272,0.0581053906085492,0.169177721625605,0.091696987037006,0,0.0653796334368034,0.0295455393980347,0.0355090545377974,0,0,0.0126342387871131,0,0.0034744156664561,0,0,0,0.0101073910296905,0.00047378395451674,0.0246367656348705,0.0232154137713203,6332
2019-10-22,0.340923268870867,0.118959614226302,0.0618605739238927,0.184825327510917,0.0859105094926991,0,0.0616445918234752,0.0273093643078047,0.0327900810979414,0,0,0.0121646912039925,0,0.00764192139737991,0,0,0,0.0118527760449158,0.000311915159076731,0.0244853399875234,0.0293200249532127,6412
2019-10-24,0.335674755214985,0.128868923129779,0.0612063644103874,0.17870263942103,0.0909838497659379,0,0.0651467971092812,0.0294959600077735,0.0344098552575564,0,0,0.00909961685823755,0,0.00207535121328225,0,0,0.000159642401021711,0.010536398467433,0.000159642401021711,0.0197956577266922,0.0336845466155811,6264
2019-10-26,0.314185415669379,0.13501048945137,0.0657847986809212,0.180101058454338,0.0901419022869478,0,0.0658076827893327,0.0304058102657113,0.0368650603691293,0,0,0.0145205042284985,0,0.00702090314344982,0,0,0,0.00989309079304292,0.00015956598053295,0.0202648795276847,0.0298388383596617,6267
2019-10-17,0.351693121693122,0.119276751385799,0.0624121693121693,0.173027513227513,0.0874522659632183,0,0.0625901201218662,0.0278237196719736,0.0366767195767196,0,0,0.0114285714285714,0,0.00349206349206349,0,0,0,0.0104761904761905,0.000476190476190476,0.0233333333333333,0.0298412698412698,6300
2019-10-27,0.310063708022892,0.138282083565044,0.0610560414642047,0.181757909513012,0.0882214064789381,0,0.0646495873416833,0.0301945092680435,0.0362055933484505,0,0,0.0105280207321024,0,0.00291545189504373,0,0,0,0.0131195335276968,0.00113378684807256,0.0264010366051182,0.0354713313896987,6174
2019-10-31,0.318479193479194,0.129957933848217,0.0623670098670099,0.177754182754183,0.0950168710786471,0,0.0677302174436988,0.0304931758276353,0.0343854568854569,0,0,0.0114221364221364,0,0.00193050193050193,0,0,0,0.0115830115830116,0.000482625482625483,0.0201093951093951,0.0382882882882883,6216
