,level_0,index,Date and Time,MAX_CO2,MIN_CO2,GUESS_CO2,MAX,MIN,GUESS,intensity
19,19,19,2019-09-20,79.20749758778733,1.661695753589944,30.760128330810385,160.7761887337512,32.07018884388815,79.12836921856875,388.73704380087264
20,20,20,2019-09-21,80.00979175789374,1.6785270998159527,31.07169822486219,162.4046936460552,32.39502836447957,79.92986189599775,388.7370438008728
21,21,21,2019-09-22,81.39556923193469,1.7075993545161123,31.60986309861295,165.21755893652158,32.95611344659371,81.31425497695773,388.73704380087275
22,22,22,2019-09-23,77.82175713131807,1.6326242754821971,30.22197783278529,157.96339858193042,31.50911874975557,77.74401311819986,388.7370438008728
23,23,23,2019-09-24,78.47817739064322,1.6463953298736338,30.476897783935204,159.29580713814,31.77489563096786,78.39977761303018,388.7370438008728
24,24,24,2019-09-25,77.1653121936118,1.618852703362485,29.967048297818273,156.6309399332904,31.243331876555573,77.08822396964214,388.7370438008728
25,25,25,2019-09-26,79.0028027556142,1.6574014564114867,30.680635359841062,160.3606970697984,31.987310301792,78.92387887673748,388.73704380087264
26,26,26,2019-09-27,78.32081569345208,1.6430940355269665,30.41578657417139,158.97639275569443,31.711181721307717,78.24257312033174,388.7370438008727
27,27,27,2019-09-28,78.65803343222228,1.6501685335431246,30.54674464298932,159.6608807708952,31.84771723742957,78.57945397824403,388.7370438008728
28,28,28,2019-09-29,76.92506006655704,1.613812448948749,29.87374669778017,156.34525738232574,31.255387209732856,76.84821185470233,388.7370438008728
29,29,29,2019-09-30,78.26246045060019,1.6418697996629412,30.39312439175727,158.9882799671352,32.00850830372786,78.18427617442576,388.7370438008726
30,30,30,2019-10-01,77.42885613934773,1.6243815973289737,33.619052167891375,157.21741039453303,31.90377728450057,77.35150463471302,434.62699693632277
31,31,31,2019-10-02,76.74558260184364,1.6100471874512652,33.32237971465314,153.36172285208434,31.987025530142144,76.66891368815548,434.6269969363226
32,32,32,2019-10-03,74.7360403340167,1.5678889580562945,32.4498509223632,146.83064252714536,31.530851323034145,74.66137895506165,434.62699693632254
33,33,33,2019-10-04,75.02716482418248,1.573996464842989,32.57625508109983,144.96947911867682,32.00619016257814,74.95221261157091,434.62699693632266
34,34,34,2019-10-05,73.99987409415183,1.5524449110661223,32.13021283836883,140.24870459618194,31.974465601585283,73.92594814600582,434.62699693632266
35,35,35,2019-10-06,74.39247817985205,1.5606813604164766,32.300678707252764,138.35817973219062,32.38642526305757,74.31816001983222,434.62699693632277
36,36,36,2019-10-07,75.94090031616172,1.5931657408984978,32.97299245659744,138.98728992842126,33.17865999296014,75.86503528088085,434.62699693632305
37,37,37,2019-10-08,77.02998892304136,1.6160137536302384,33.44586689276691,138.5744296017744,33.780777172623,76.9530358871542,434.62699693632277
38,38,38,2019-10-09,76.3073855928104,1.6008542432058128,33.13211772653865,137.27448985473464,33.46388627825828,76.23115443837204,434.6269969363225
39,39,39,2019-10-10,77.50378403097264,1.6259535111392864,33.65158531926372,139.42677149806218,33.98855556114771,77.42635767329935,434.6269969363229
40,40,40,2019-10-11,78.37345079259856,1.6441982683761933,34.02918836915462,140.9912735461714,34.369939740214285,78.2951556369616,434.6269969363227
41,41,41,2019-10-12,76.75398723798398,1.6102235084891743,33.32602894718662,138.07791160130878,33.659739229446004,76.67730992805592,434.6269969363226
42,42,42,2019-10-13,76.44781869520455,1.6038003922070885,33.19309276906016,137.52712441088022,33.525471894535286,76.37144724795658,434.6269969363227
43,43,43,2019-10-14,75.19240805047123,1.577463105953942,32.648002500885994,135.26868173884867,32.974923363465855,75.11729075971152,434.6269969363226
44,44,44,2019-10-15,74.75714176157919,1.568331645347815,32.459013010367755,134.4856519273248,32.784041426166006,74.68245930227691,434.6269969363227
45,45,45,2019-10-16,75.0983805094586,1.575490500198432,32.60717641918808,134.0674500305633,33.03065867093615,75.02335715230629,434.6269969363229
46,46,46,2019-10-17,74.09772804157136,1.5544977910819167,32.17270031819431,131.18470782087806,32.69354898943157,74.02370433723414,434.62699693632266
47,47,47,2019-10-18,74.14503934193178,1.5554903358447227,32.19324254436494,130.11504205069747,32.82279535051586,74.07096837355823,434.6269969363226
48,48,48,2019-10-19,74.5884640359774,1.5647929518037214,32.38577435569407,129.88788626676958,33.11354720502,74.5139500858915,434.6269969363227
49,49,49,2019-10-20,74.65736722911295,1.5662384733380341,32.41569162633527,128.9581096840704,33.242768586135,74.58278444466829,434.6269969363228
50,50,50,2019-10-21,76.1795030277813,1.5981713921912157,33.07659203702904,130.54882633295657,34.018106864812715,76.10339962815314,434.6269969363224
51,51,51,2019-10-22,77.09679516045057,1.6174152830863753,33.47487368032111,130.97927962487933,34.53497740129115,77.01977538506549,434.62699693632254
52,52,52,2019-10-23,78.97556092732748,1.6568299495243528,34.29062025694899,134.17110343827258,35.37655756252072,78.89666426306442,434.6269969363228
53,53,53,2019-10-24,78.253436580531,1.6416804877034477,33.9770790618813,132.9442907472113,35.05308694424615,78.1752613192118,434.6269969363228
54,54,54,2019-10-25,77.1896231488728,1.6193627234029258,33.51517892491613,131.1369845337185,34.57655905816414,77.11251063823455,434.62699693632277
55,55,55,2019-10-26,77.57582460929541,1.6274648519432602,33.682864819976956,131.79309986213073,34.749555337455426,77.49832628301239,434.6269969363226
56,56,56,2019-10-27,75.7758115068723,1.5897023393050131,32.90131208356118,128.7350684747033,33.943251888851144,75.70011139547682,434.6269969363226
57,57,57,2019-10-28,74.48052479974666,1.5625284923023774,32.33890791603918,126.5345137116432,33.363037146258,74.40611868106559,434.62699693632294
58,58,58,2019-10-29,72.38816431867114,1.5186328178742197,31.430420051505607,122.97981512843384,32.42577870667029,72.31584847020095,434.62699693632277
59,59,59,2019-10-30,70.36803188673927,1.4762524172043203,30.553293086166722,119.54782434164916,31.52087432330143,70.29773415258668,434.6269969363227
60,60,60,2019-10-31,70.29211213218079,1.474659695080716,30.520329275045945,119.41884472919348,31.48686659311586,70.22189024193885,434.62699693632266
61,61,61,2019-11-01,69.89641114788857,1.4663582758298304,33.89640532190162,119.75530951611462,31.214839723588288,69.82658456332526,485.436965503607
62,62,62,2019-11-02,69.41774821134662,1.4563163960422365,33.66427676704249,120.3918132072024,31.010823318438003,69.34839981153507,485.4369655036068
63,63,63,2019-11-03,71.13976415303438,1.4924426046091128,34.499371865226045,124.8103111422353,31.792896196835148,71.0686954575768,485.4369655036068
64,64,64,2019-11-04,70.96507092817168,1.4887777117798258,34.41465403408581,125.94158845589106,31.72488573245786,70.89417675142028,485.43696550360676
65,65,65,2019-11-05,71.77512204523059,1.5057717911586839,34.80748995433343,128.87566614382936,32.09891580856672,71.70341862660399,485.4369655036067
66,66,66,2019-11-06,71.60042882036792,1.502106898329397,34.722772123193224,130.00694345748514,32.03090534418943,71.52889992044747,485.4369655036071
67,67,67,2019-11-07,71.76178365298537,1.5054919647479448,34.801021474157395,131.73544595727154,32.113614022494424,71.69009355942595,485.43696550360676
68,68,68,2019-11-08,70.68836547647547,1.4829727023036812,34.28046516814203,130.18963480842444,31.736786189825573,70.61774772874672,485.4369655036068
69,69,69,2019-11-09,70.67188529659036,1.4826269642641332,34.272473071724065,130.1592825915305,31.729387122923143,70.60128401257778,485.43696550360687
70,70,70,2019-11-10,71.9004098203422,1.5084002060211652,34.86824851313949,132.42190612260757,32.28095483673943,71.8285812391031,485.43696550360653
71,71,71,2019-11-11,72.52795860131525,1.5215655650625577,35.17257955803564,133.5776882102064,32.562703910313004,72.45550309821702,485.43696550360664
72,72,72,2019-11-12,71.12086726688385,1.4920461664381226,34.49020778223865,130.98619092862492,31.93096548307114,71.0498174494344,485.4369655036068
73,73,73,2019-11-13,70.62261167300407,1.4815932518812043,34.24857772875394,130.06853335695496,31.70726486212371,70.55205961339068,485.4369655036068
74,74,74,2019-11-14,72.33243311801927,1.517463631846558,35.07775908122264,133.21758098330332,32.47491930224914,72.26017294507419,485.43696550360676
75,75,75,2019-11-15,74.44330936603203,1.5617477489377352,36.1014327679249,137.10526753542788,33.42263435697986,74.36894042560643,485.43696550360676
76,76,76,2019-11-16,74.72476324167972,1.5676523756995744,36.237924391624844,137.62363257384686,33.54899802960857,74.65011312855117,485.43696550360687
77,77,77,2019-11-17,73.88044612568841,1.5499394292102464,35.82847110620071,136.06861943621828,33.16992699569786,73.80663948620222,485.4369655036071
78,78,78,2019-11-18,73.10645631346074,1.5337018807019733,35.45312318834002,134.64313095137143,32.822430642964285,73.03342289057017,485.4369655036067
79,79,79,2019-11-19,73.95080681266585,1.5514155275384443,35.86259266302096,136.19820557222124,33.20151666485657,73.87692988278306,485.43696550360704
80,80,80,2019-11-20,74.44334274924584,1.5617484492848777,36.10144895718164,137.10532901864914,33.42264934496143,74.36897377547037,485.4369655036067
81,81,81,2019-11-21,72.25620811314886,1.5158645058702558,35.040793611632466,133.07719429476617,32.44069674432772,72.1840240890598,485.43696550360715
82,82,82,2019-11-22,70.61168423434965,1.4813640049164263,34.24327844537618,130.0484078491968,31.702358796156,70.54114309125839,485.4369655036066
83,83,83,2019-11-23,72.61305241332163,1.5233507499298244,35.2138459735037,133.73440894119085,32.60090827533857,72.54051190142022,485.43696550360687
84,84,84,2019-11-24,70.98166801332948,1.4891259023775416,34.422702823951155,129.78545037380948,31.956714835410857,70.91075725607341,485.436965503607
85,85,85,2019-11-25,69.91378111616888,1.4667226807587876,33.904828922993396,126.91756151045486,31.56147176938457,69.84393717898989,485.4369655036068
86,86,86,2019-11-26,68.14257109726408,1.429564428613932,33.045877058011655,122.7759606062578,30.848438530099283,68.07449660066342,485.43696550360687
87,87,87,2019-11-27,67.91763635691494,1.4248455179772364,32.93679450277545,121.35964624483164,30.84108442714157,67.84978657034459,485.43696550360676
88,88,88,2019-11-28,69.66636203502605,1.4615320706648822,33.78484254141729,123.40528975362548,31.736006814783853,69.5967652697563,485.4369655036066
89,89,89,2019-11-29,69.74935961345912,1.4632732786040374,33.82509238419321,122.57773358408538,31.864883472322717,69.67967993352559,485.4369655036066
90,90,90,2019-11-30,65.84720072780267,1.3814098054783777,31.93273257563579,112.45466800704652,30.350587742235,65.78141930849418,485.43696550360687
91,91,91,2019-12-01,66.03392330104393,1.3853270622596627,37.09284535973785,110.50368298011874,30.608341057312717,65.96795534569823,562.2858123365602
92,92,92,2019-12-02,66.80552183904811,1.4015144441758347,37.526270844991984,109.89264046563255,31.252724345007003,66.73878305599213,562.2858123365601
93,93,93,2019-12-03,68.64454986789076,1.440095451773932,38.55929718775672,110.96290747120835,32.41263424683215,68.57597389399676,562.2858123365603
94,94,94,2019-12-04,69.88213872660182,1.4660588544042341,39.25448066104247,110.86597141273236,33.31478583758572,69.81232640020163,562.2858123365603
95,95,95,2019-12-05,67.96860421522673,1.4259147737460152,38.179602232308575,105.58820585133462,32.72742682377686,67.90070351171501,562.2858123365598
96,96,96,2019-12-06,67.89632547550939,1.4243984365491482,38.139001523141125,103.52405272365772,32.982687137919854,67.82849697853086,562.28581233656
97,97,97,2019-12-07,69.52097028404114,1.4584818940707933,39.05160364694098,106.34028809681313,33.879937658699575,69.45151876527586,562.2858123365601
98,98,98,2019-12-08,69.80949710358445,1.4645349042710023,39.21367611158414,107.13924124815598,34.134483545721004,69.7397573462382,562.2858123365602
99,99,99,2019-12-09,69.9347223286932,1.4671620068956617,39.284018136984045,107.33142907588628,34.19571444643414,69.86485747122198,562.2858123365602
100,100,100,2019-12-10,69.20330524812775,1.4518175926180645,38.87316354427418,106.20889597796916,33.83807622617057,69.1341710770507,562.2858123365603
101,101,101,2019-12-11,66.83241450808933,1.402078626043832,37.54137710498973,102.57020145202114,32.67879082357757,66.7656488592301,562.2858123365602
102,102,102,2019-12-12,65.99176253182888,1.3844425705978087,37.069162640090696,101.28002148185656,32.26774043298728,65.92583669513375,562.2858123365603
103,103,103,2019-12-13,66.44958660874411,1.3940472715121142,37.32633345227402,101.98266118363028,32.49160092573814,66.38320340533878,562.2858123365602
104,104,104,2019-12-14,66.18797868905706,1.3885589934767217,37.17938198210928,101.58116174325772,32.36368349901986,66.12185683222484,562.2858123365602
105,105,105,2019-12-15,64.61830051854606,1.3556286822072603,36.29765594293573,99.17211805765714,31.596163950728567,64.5537467717743,562.2858123365604
106,106,106,2019-12-16,65.2068774679904,1.367976450377421,36.6282737932263,100.07542907400855,31.88395817686929,65.14173573225814,562.2858123365602
107,107,107,2019-12-17,64.74905339107517,1.3583717494631156,36.37110298104293,99.37278937223483,31.66009768411843,64.68436902205312,562.2858123365596
108,108,108,2019-12-18,64.8798573509187,1.361115888480812,36.44457871612532,99.57353909242111,31.72405639747757,64.81504230861009,562.2858123365598
109,109,109,2019-12-19,66.46409540603969,1.3943516518749588,37.33448339320644,102.00492837646458,32.49869523701529,66.39769770833136,562.2858123365598
110,110,110,2019-12-20,66.7825839416031,1.4010332295441208,37.51338607546336,102.49372462142055,32.65442536153629,66.71586807352956,562.2858123365603
111,111,111,2019-12-21,68.4817684541713,1.436680457080517,38.46785894655137,105.1015265247497,33.48526913196686,68.41335509907223,562.28581233656
112,112,112,2019-12-22,71.48654037408261,1.4997176302255093,40.155711713657674,109.71306216073027,34.95450099746314,71.41512524883377,562.28581233656
113,113,113,2019-12-23,70.62306258573888,1.4816027115889272,39.67067544027766,108.387850564656,34.532289556596,70.5525100756632,562.2858123365606
114,114,114,2019-12-24,69.62217013906552,1.4606049679524236,39.108450043235415,106.85174356264628,34.042886994344144,69.55261752154398,562.2858123365601
115,115,115,2019-12-25,69.2764009776013,1.4533510694601672,38.91422317626755,106.32107872271315,33.87381756622457,69.20719378381749,562.2858123365601
116,116,116,2019-12-26,69.97670588368436,1.468042780776595,39.307601311132885,107.3958628050103,34.21624298519314,69.90679908459977,562.2858123365602
117,117,117,2019-12-27,69.25323798924282,1.4528651326414577,38.901211967750776,106.28552961978686,33.862491648150424,69.18405393530752,562.2858123365602
118,118,118,2019-12-28,67.47754511459772,1.41561283457198,37.903762506731745,103.56030747706116,32.994237875717566,67.41013497961809,562.2858123365603
119,119,119,2019-12-29,66.55675757693649,1.396295613502164,37.386533966668566,102.14714046929144,32.544003905305715,66.49026730962686,562.2858123365601
120,120,120,2019-12-30,68.0694529569423,1.428030481614174,38.23625139979976,104.46873053909142,33.28366079585572,68.00145150543686,562.2858123365602
121,121,121,2019-12-31,69.38479804133979,1.455625133734401,38.97511241806484,106.48743974298,33.926820065055,69.315482558781,562.2858123365601
122,122,122,2020-01-01,72.50512946647139,1.5210866321637355,42.079837956978274,111.27632886554912,35.45255662107557,72.43269676970169,580.9508665785326
123,123,123,2020-01-02,71.40406501368135,1.4979873779093988,41.440812634293756,109.58648414625256,34.91417333504829,71.33273228139994,580.9508665785324
124,124,124,2020-01-03,73.71226140146231,1.5464110783523561,42.78042171692591,113.12895930936172,36.042803319333856,73.63862277868363,580.9508665785324
125,125,125,2020-01-04,75.68729697697817,1.587845391125416,43.926674093668545,116.16012013673313,37.00852893191957,75.61168529168648,580.9508665785326
126,126,126,2020-01-05,76.91726494151528,1.613648914856964,44.64051121141245,118.04779788757716,37.60994167644857,76.84042451699828,580.9508665785323
127,127,127,2020-01-06,75.4613888726085,1.583106060264514,43.79556369506648,115.81341053563028,36.89806750773814,75.38600286973876,580.9508665785327
128,128,128,2020-01-07,78.26022782808876,1.6418229614284356,45.419927248113446,120.1088931634594,38.26660511704371,78.18204578230646,580.9508665785326
129,129,129,2020-01-08,76.67383388829923,1.608541969684599,44.49923101029561,117.67419516273428,37.490912122802136,76.59723665164758,580.9508665785327
130,130,130,2020-01-09,77.79523109222883,1.6320677851516538,45.15005686184569,119.39524531424227,38.03923743660514,77.71751357865017,580.9508665785326
131,131,131,2020-01-10,76.39349735914543,1.6026607837582956,44.33653195980059,117.24395222625942,37.35383703934372,76.31718017896647,580.9508665785327
132,132,132,2020-01-11,76.04303838221739,1.5953084975290361,44.133135909504304,116.70608975145942,37.182474450043706,75.96707131090648,580.9508665785327
133,133,133,2020-01-12,75.20203901221886,1.5776651541024937,43.64504468793324,115.41537662315656,36.77125419566229,75.12691210011874,580.9508665785328
134,134,134,2020-01-13,75.76272228798935,1.5894277403074688,43.97044871883728,116.275878177228,37.045409358573,75.6870352527366,580.9508665785327
135,135,135,2020-01-14,73.6297451712095,1.544679968626773,42.73253173143926,113.00231857039716,36.002455672943576,73.55618898222728,580.9508665785327
136,136,136,2020-01-15,75.01025723388243,1.5736417601513797,43.53374020210055,115.12104196857942,36.67747939096371,74.93532191197046,580.9508665785328
137,137,137,2020-01-16,75.93984200708695,1.5931435386102157,44.073243778075934,116.54771042214512,37.13201491208657,75.86397802905789,580.9508665785326
138,138,138,2020-01-17,77.43016114337635,1.6244089750358677,44.938181034525385,118.83495883539084,37.86073057608943,77.35280833504132,580.9508665785324
139,139,139,2020-01-18,75.91295986223861,1.5925795775294815,44.057642174334546,116.50645339091486,37.11887045224842,75.83712273949912,580.9508665785326
140,140,140,2020-01-19,76.5877211111112,1.6067354079254095,44.44925369507993,117.54203466892628,37.44880588657414,76.51120990120998,580.9508665785324
141,141,141,2020-01-20,77.97324994806026,1.6358024464628025,45.2533737535166,119.66845749787028,38.12628263757814,77.89535459346678,580.9508665785326
142,142,142,2020-01-21,79.2538863110401,1.6626689435882542,45.99661731480046,121.63389793129542,38.75247051564471,79.17471159944067,580.9508665785327
143,143,143,2020-01-22,79.62917372277678,1.6705421060722403,46.21442305612355,122.20986553186114,38.93597337001757,79.5496240986781,580.9508665785324
144,144,144,2020-01-23,79.62917372277678,1.6705421060722403,46.21442305612355,122.20986553186114,38.93597337001757,79.5496240986781,580.9508665785324
145,145,145,2020-01-24,79.10389395590005,1.6595222508230778,45.909566177239256,121.40369906452972,38.67912932582186,79.02486908681324,580.9508665785328
146,146,146,2020-01-25,81.50551882429414,1.709905989320856,47.30339839351308,125.08956240459428,39.853442677937146,81.42409472956457,580.9508665785327
147,147,147,2020-01-26,80.9801368827886,1.6988839905480124,46.99848221548872,124.2832391260457,39.596548673802864,80.89923764514344,580.9508665785324
148,148,148,2020-01-27,79.25392718089164,1.6626698009977268,45.996641034456474,121.63396065578227,38.752490499620144,79.17475242846318,580.9508665785328
149,149,149,2020-01-28,78.75419107122542,1.652185826669065,45.70660894057918,120.86699699273656,38.50813644006728,78.67551555566975,580.9508665785328
150,150,150,2020-01-29,79.61491014459041,1.6702428701662324,46.20614489617561,122.187974685948,38.928998962593006,79.53537476982059,580.9508665785323
151,151,151,2020-01-30,79.93635152692734,1.6769863956698043,46.39269999070396,122.68130277507944,39.08617292933872,79.85649503189545,580.9508665785328
152,152,152,2020-01-31,79.8404095504447,1.6749736269324065,46.33701809821759,122.53405704218228,39.03926054702014,79.76064890154316,580.9508665785327
153,153,153,2020-02-01,79.3937020731475,1.6656021413947026,46.649853196211424,121.84847840083371,38.820835695585856,79.31438768546204,588.1638194221617
154,154,154,2020-02-02,79.89466427835981,1.6761118380075484,46.94420668672471,122.61732379848516,39.06578927440157,79.81484942893088,588.1638194221615
155,155,155,2020-02-03,81.83911898746327,1.7169045941425862,48.08672207973142,125.60155102856572,40.01656187737286,81.75736162583743,588.1638194221617
156,156,156,2020-02-04,81.22525381738055,1.70402630386113,47.72602948927579,124.65942923597144,39.71640256643572,81.14410970767287,588.1638194221617
157,157,157,2020-02-05,81.6474094188968,1.712882715081751,47.97407809165167,128.532474955152,39.67798337367429,81.56584357532147,588.1638194221617
158,158,158,2020-02-06,80.42284325680804,1.6871925158770917,47.25455210660747,129.39141458083887,38.8713302055,80.34250075605199,588.163819422162
159,159,159,2020-02-07,80.46782919216261,1.6881362767586563,47.280984773498986,132.27993758081828,38.67928420163143,80.38744175041221,588.1638194221617
160,160,160,2020-02-08,79.96301344971842,1.6775457367073794,46.984367036056014,134.324659421352,38.21840376831,79.88313031939902,588.1638194221617
161,161,161,2020-02-09,81.23036426337606,1.7041335160148823,47.72903226593479,139.37315260203772,38.60249577604714,81.14921504832773,588.1638194221616
162,162,162,2020-02-10,79.5721507621091,1.6693458201841074,46.7547054064717,139.30287170045656,37.60382158397357,79.49265810400512,588.1638194221617
163,163,163,2020-02-11,81.34025255674598,1.706438864826839,47.79360001652242,145.02968232911485,38.239611762233565,81.2589935631828,588.1638194221614
164,164,164,2020-02-12,80.01176132273748,1.6785684193581292,47.013010128147506,142.66098226255372,37.61506257015214,79.93182949324425,588.1638194221614
165,165,165,2020-02-13,80.56203150989819,1.690112549158703,47.3363358174528,143.64211408758,37.873755132075,80.48154995993825,588.1638194221616
166,166,166,2020-02-14,80.29263503935893,1.6844608749515857,47.17804485136762,143.16178014079713,37.74710668779643,80.21242261674217,588.1638194221613
167,167,167,2020-02-15,80.59816358089755,1.6908705646342144,47.35756616398891,143.70653757551142,37.89074151118928,80.51764593496259,588.1638194221621
168,168,168,2020-02-16,79.75989953371261,1.6732846056023623,46.865022124351945,142.21191265550232,37.49665751573786,79.68021931439822,588.1638194221616
169,169,169,2020-02-17,82.68643787846446,1.7346805149328206,48.58458653048046,147.42993095667774,38.87247928408714,82.60383404442003,588.1638194221615
170,170,170,2020-02-18,83.13193692583512,1.744026648793744,48.846351187074355,149.54727537039088,38.95811061879857,83.04888803779734,588.1638194221616
171,171,171,2020-02-19,83.29733831098478,1.7474966079227578,48.9435371115772,151.0858187318263,38.91949158628286,83.21412418679799,588.1638194221619
172,172,172,2020-02-20,82.28666198852177,1.7262936081508062,48.349687714954435,150.3951191185063,38.34035597836286,82.20445753099077,588.163819422162
173,173,173,2020-02-21,84.1175152071746,1.7647031162344324,49.42545357098261,155.0178269413406,39.07396771634571,84.03348172544916,588.1638194221617
174,174,174,2020-02-22,84.87013169174807,1.7804922732534563,49.86767313754285,157.66511772611315,39.30563195150143,84.78534634540267,588.1638194221616
175,175,175,2020-02-23,85.11943645432,1.7857224430976224,50.0141586933415,159.36208285432116,39.30563195150143,85.03440205226774,588.1638194221617
176,176,176,2020-02-24,83.8052917779142,1.7581529743618365,49.24199850138529,157.0189627020857,38.68782735112715,83.72157020770649,588.1638194221614
177,177,177,2020-02-25,83.01908855517907,1.741659200458302,48.78004416539539,154.29414269334856,38.442024453355714,82.93615240277629,588.1638194221616
178,178,178,2020-02-26,82.3179760820655,1.7269505471761992,48.36808713239739,151.8004263829063,38.22879543553285,82.23574034172377,588.1638194221616
179,179,179,2020-02-27,83.77498975216758,1.7575172675279913,49.22419375093641,153.2869455530263,39.01776278545286,83.69129845371387,588.1638194221617
180,180,180,2020-02-28,83.78325894738164,1.7576907471478667,49.22905253359439,151.94339326590173,39.14875774438714,83.69955938799366,588.1638194221616
181,181,181,2020-02-29,82.7403106452487,1.7358107128373854,48.61624088839721,148.77844080751544,38.780602957054285,82.65765299225646,588.1638194221615
182,182,182,2020-03-01,85.30962623301731,1.7897124384549088,50.673134692555216,152.10707618049943,40.10569040778429,85.22440183118613,594.5848090894129
183,183,183,2020-03-02,85.919620608124,1.8025095232473567,51.03546575056564,153.19469624145944,40.392460455184285,85.83378682130271,594.5848090894129
184,184,184,2020-03-03,86.15797596286275,1.8075099852348828,51.17704664276619,150.63185448090513,40.73133871851429,86.07190405880394,594.5848090894128
185,185,185,2020-03-04,88.16750057190734,1.8496678441658885,52.370685809628604,150.953611277304,41.92363265252143,88.07942115075659,594.5848090894128
186,186,186,2020-03-05,88.96252838926947,1.8663467494252335,52.842925033411824,149.1880225249337,42.53903917584429,88.87365473453492,594.5848090894126
187,187,187,2020-03-06,88.22825528731869,1.8509424186150774,52.40677355274963,144.85192019414745,42.423631717744286,88.14011517214655,594.5848090894129
188,188,188,2020-03-07,89.20586033313316,1.8714516153804157,52.98746197385896,143.52903296558742,43.11597654646714,89.11674358954362,594.584809089413
189,189,189,2020-03-08,87.15318767525594,1.828388552627747,51.768193262163685,136.7836281994217,42.38521252498286,87.06612155370225,594.5848090894132
190,190,190,2020-03-09,87.23843507398992,1.8301769595941941,51.81882943429317,133.88808298726283,42.65664487124143,87.15128379019973,594.5848090894132
191,191,191,2020-03-10,86.30128937825111,1.8105165603828903,51.26217349564196,132.44981050362858,42.19841231466428,86.21507430394716,594.5848090894128
192,192,192,2020-03-11,83.16996396305608,1.7448244188053723,49.40219494999705,127.64404849409485,40.66730006925343,83.0868770859701,594.5848090894129
193,193,193,2020-03-12,83.04357394717854,1.7421728800107386,49.327120441044656,127.45007301848912,40.60549962524057,82.96061333384469,594.5848090894129
194,194,194,2020-03-13,81.36055346089312,1.7068647579208345,48.327421725228874,124.86707864971198,39.782559517092,81.2792741867064,594.5848090894129
195,195,195,2020-03-14,79.7724532048019,1.6735479693315083,47.384104754616644,122.42976190166056,39.00603219187628,79.69276044435755,594.5848090894128
196,196,196,2020-03-15,77.22135370574925,1.6200283994213127,45.86877507568326,118.070296908552,37.82104240088829,77.144209496253,594.5848090894129
197,197,197,2020-03-16,74.58838646450226,1.5647913244301175,44.30481670957387,113.65112673953486,36.710792678003145,74.51387259191036,594.584809089413
198,198,198,2020-03-17,71.9199516635755,1.508810174760325,42.7197909386682,110.95987295701028,36.340839332881714,71.84810356001549,594.5848090894132
